id,type,name,description,target,belongs_to,pc,median_tau_score,ts_pc,sum_tau,Kang_Berch_Combined_Signature,Progerin_Signature,Serum_6hr_Signature_probeSet_summed2genes_before_LmFit,Serum_72hr_Signature_probeSet_summed2genes_before_LmFit,Serum_144hr_Signature_probeSet_summed2genes_before_LmFit,Serum_1hr_Signature_probeSet_summed2genes_before_LmFit,Serum_24hr_Signature_probeSet_summed2genes_before_LmFit
BRD-K94070024,CP,depomedrol,glucocorticoid receptor agonist,,Glucocorticoid receptor agonist,"3.17, 1.59",31.32,"1.47, 0.75",15.31,58.93,-42.18,-91.72,-19.42,44.87,33.51,31.32
BRD-K20995441,CP,U-54494A,kappa opioid agonist,,,"0.00, 0.00",2.29,"1.33, 0.44",15.26,-20.74,2.29,-6.92,6.02,26.09,-0.88,9.4
BRD-K49671696,CP,ketanserin,"serotonin receptor antagonist, collagen stimulant","HTR2A, HTR2C, ADRA1A, ADRA1B, ADRA1D, DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR2B, HTR5A, HTR7, SLC18A1, SLC18A2",,"1.43, 1.43",-2.85,"0.76, 0.25",15.24,13.2,-5,-2.85,21.01,-5.36,-40.11,34.35
BRD-K14696368,CP,"9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide",NFkB pathway inhibitor,RELA,,"2.86, 0.00",-1.43,"0.85, 0.25",15.2,-16.16,19.97,-13.65,-33.74,30.34,-1.43,29.87
BRD-K62929068,CP,6-benzylaminopurine,purinergic receptor activator,,,"0.00, 0.00",0.85,"0.53, 0.08",15.14,-40.25,19.34,58.88,8.38,0.85,-31.95,-0.11
BRD-K59332007,CP,linopirdine,"acetylcholine release enhancer, acetylcholine release stimulant, neurotransmitter agonist, voltage-gated potassium channel blocker","KCNQ2, KCNQ3, KCNQ4, KCNQ5",,"0.00, 0.00",-0.25,"0.66, 0.20",15.05,0.81,20.62,1.31,-0.25,-3.38,-0.42,-3.64
BRD-K06956503,CP,BRD-K06956503,glucosylceramidase inhibitor,GBA,,"0.00, 0.00",0.7,"1.31, 0.48",14.88,0.7,9.38,14.19,-5.78,3.39,-6.37,-0.63
BRD-K15616905,CP,CCCP,mitochondrial oxidative phosphorylation uncoupler,,,"0.00, 0.00",21.81,"2.15, 0.60",14.88,78.12,64.34,21.81,48.94,-66.43,-85.94,-45.96
BRD-K76568384,CP,PHTPP,estrogen receptor antagonist,ESR2,,"0.00, 0.00",4.55,"1.22, 0.45",14.79,-34.49,20.67,25.05,11.08,4.55,-12.07,0
BRD-A03359064,CP,ICI-89406,adrenergic receptor antagonist,"ADRB1, ADRB2",,"2.86, 0.00",-3.86,"1.63, 0.44",14.76,-37.79,-49.38,-78.48,-3.86,42.4,72.53,69.34
BRD-K35723520,CP,darinaparsin,"apoptosis stimulant, NADPH oxidase stimulant",,,"1.43, 1.43",8.92,"1.13, 0.31",14.75,-13.69,8.92,12.35,-10.19,18.79,18.71,-20.14
BRD-K64052750,CP,gefitinib,EGFR inhibitor,"EGFR, CYP2C19",EGFR inhibitor,"2.86, 0.00",-1.99,"1.10, 0.50",14.64,26,-25.5,90.95,-1.99,0.35,-6.33,-68.84
BRD-K95899059,CP,LY-344864,serotonin receptor agonist,"HTR1F, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2B, HTR2C, HTR7",,"0.00, 0.00",-2.29,"1.18, 0.20",14.57,-2.29,-6.34,69.75,44.17,-2.11,-16.79,-71.82
BRD-A48809242,CP,IB-MECA,"adenosine receptor agonist, granulocyte colony stimulating factor agonist","ADORA3, ADORA1, ADORA2A, ADORA2B",Adenosine receptor agonist,"3.17, 0.00",22.68,"0.89, 0.24",14.56,-36.24,-30.56,-55.44,23.23,34.89,22.68,56
BRD-K63945320,CP,dihydrosamidin,"nitric oxide production inhibitor, phospholipase inhibitor, platelet activating factor receptor antagonist",,,"1.43, 0.00",3.59,"0.44, 0.09",14.52,17.54,15.53,-23.92,3.06,30.01,-31.29,3.59
BRD-A90311807,CP,cilastatin,dehydropeptidase inhibitor,DPEP1,,"0.00, 0.00",13.35,"0.95, 0.34",14.42,-64.64,64.08,14.03,-18.35,13.35,16.36,-10.41
BRD-K04993501,CP,cefixime,cell wall synthesis inhibitor,,Bacterial cell wall synthesis inhibitor,"1.43, 0.00",-2.18,"1.49, 0.43",14.35,24.8,19.42,-14.87,0,-7.59,-5.23,-2.18
BRD-K56231354,CP,triprolidine,histamine receptor antagonist,HRH1,,"1.59, 1.59",-2.4,"1.32, 0.41",14.35,27.5,-12.02,49.89,-2.4,23.48,-3.81,-68.29
BRD-K58938839,CP,cyclopamine,"smoothened receptor antagonist, hedgehog pathway inhibitor","SMO, DHH, IHH, PTCH1",,"2.86, 1.43",0,"0.88, 0.26",14.24,17.14,-65.92,-24.36,0,-1.09,87.52,0.95
BRD-K94512704,CP,spiramide,"dopamine receptor antagonist, serotonin receptor antagonist","DRD2, HTR1A, HTR2A, HTR2B, HTR2C",Serotonin receptor antagonist,"1.43, 0.00",-2.54,"0.69, 0.23",14.21,-2.54,62.05,-12.1,9.46,-18.54,2.37,-26.49
BRD-A47065382,CP,huperzine-a,"acetylcholinesterase inhibitor, glutamate receptor antagonist",ACHE,,"1.59, 0.00",1.55,"1.06, 0.24",14.05,-4.93,12.59,4.33,16.12,-12.65,-2.96,1.55
BRD-K85266041,CP,DNQX,glutamate receptor antagonist,"GRIA1, GRIA2, GRIK1, GRIN1, GRIN2A, GRIN2B",,"0.00, 0.00",-5.99,"1.00, 0.22",14,11.13,44.84,-14.74,-13.43,-5.99,-10.03,2.22
BRD-K28075147,CP,biochanin-a,estrogen receptor agonist,,,"0.00, 0.00",4.35,"1.30, 0.38",13.95,-50.9,28.76,66.73,4.35,3.21,11.48,-49.68
BRD-A51929314,CP,BRD-A51929314,"prostanoid receptor antagonist, thromboxane receptor antagonist",,,"0.00, 0.00",-2.33,"1.25, 0.40",13.92,13.1,68.22,23.59,-17.45,-30.46,-40.75,-2.33
BRD-K14767410,CP,SC-560,cyclooxygenase inhibitor,PTGS1,,"0.00, 0.00",-18.09,"0.90, 0.25",13.92,16.88,-23.15,-24.23,-44.42,47.79,59.14,-18.09
BRD-K68191783,CP,ALW-II-38-3,ephrin inhibitor,"DDR1, EPHA2, EPHA4, EPHB2, EPHB4, EPHB6",,"4.29, 2.86",-4.19,"1.26, 0.52",13.9,-41.07,-16.22,90.22,-4.19,3.77,63.78,-82.39
BRD-K98948170,CP,BRD-K98948170,kelch-like ECH-associated protein ligand,KEAP1,,"0.00, 0.00",0,"0.55, 0.43",13.84,-1.2,12.8,-20.82,0.99,23.02,0,-0.95
BRD-A30435184,CP,metergoline,"dopamine receptor agonist, serotonin receptor antagonist, prolactin inhibitor","DRD2, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7",Serotonin receptor antagonist,"0.00, 0.00",4.58,"1.90, 0.58",13.84,17.38,4.58,39.94,18.45,-50.47,-2.29,-13.75
BRD-K62736196,CP,guanabenz,adrenergic receptor agonist,"ADRA2A, ADRA2B, ADRA2C",,"0.00, 0.00",-6.26,"0.53, 0.08",13.73,20.35,20.5,42.29,-6.26,-15.73,-17.21,-30.21
BRD-K05434375,CP,HA-1004,calcium channel blocker,,,"1.43, 0.00",4.84,"0.84, 0.19",13.7,-11.26,6.41,9.68,4.84,1.2,-61.55,64.38
BRD-K93034159,CP,cladribine,"adenosine deaminase inhibitor, antimetabolite, DNA synthesis inhibitor, immunosuppressant, ribonucleotide reductase inhibitor","ADA, PNP, POLA1, POLE, POLE2, POLE3, POLE4, RRM1, RRM2, RRM2B",Ribonucleotide reductase inhibitor,"0.00, 0.00",-2.01,"1.42, 0.52",13.64,63.88,11.55,-44.18,2.76,-14.06,-4.3,-2.01
BRD-K03816923,CP,rottlerin,"large conductance potassium channel activator, MAP kinase inhibitor, PKC inhibitor, protein kinase inhibitor, tissue transglutaminase inhibitor","KCNH2, PRKCD, TGM2",,"1.43, 0.00",0.39,"2.56, 0.93",13.62,72.41,28.17,-63.34,61.13,0.39,-81.97,-3.17
BRD-K50324045,CP,avrainvillamide-analog-6,nucleophosmin inhibitor,NPM1,Nucleophosmin inhibitor,"0.00, 0.00",-1.24,"0.51, 0.22",13.61,-1.24,15.29,-56.87,-1.66,60.77,-1.94,-0.74
BRD-A24543851,CP,nornicotine,acetylcholine receptor agonist,,,"1.79, 0.00",2.94,"0.83, 0.20",13.56,-79.57,82.55,-47.64,-3.32,39.57,2.94,19.03
BRD-K26373640,CP,IKK-2-inhibitor,"IKK inhibitor, syk inhibitor",IKBKB,,"5.71, 0.00",2.69,"0.81, 0.20",13.56,-40.31,-56.4,-66.14,2.69,51.37,87.38,34.97
BRD-K59597909,CP,phenothiazine,dopamine receptor antagonist,,,"1.43, 1.43",-4.3,"0.60, 0.10",13.51,-50.79,-12.73,-4.3,-3.53,74.44,15.22,-4.8
BRD-K47936004,CP,piribedil,"dopamine receptor agonist, adrenergic receptor antagonist","DRD2, DRD3, ADRA1A, ADRA2A, ADRA2C, DRD4, HTR1A, HTR2B",,"1.59, 0.00",0.85,"0.93, 0.11",13.42,-11.85,19.41,-4.83,1.02,0.56,0.85,8.26
BRD-K28296557,CP,AKT-inhibitor-IV,AKT inhibitor,AKT1,,"2.86, 1.43",0.67,"2.85, 0.60",13.4,91.72,81.89,-27.61,0.67,4.6,-75.39,-62.48
BRD-K64314806,CP,BRD-K64314806,lipoxygenase inhibitor,,,"0.00, 0.00",11.09,"1.25, 0.23",13.35,-34.83,11.09,-18.43,20.8,-16.27,37.42,13.57
BRD-K86600316,CP,RS-79948,adrenoreceptor antagonist,,,"0.00, 0.00",-0.6,"0.88, 0.23",13.33,-3.31,-0.6,9.8,0,26.04,-8.99,-9.61
BRD-K51485625,CP,ritonavir,"HIV protease inhibitor, cytochrome P450 inhibitor","CYP3A4, CYP1A2, CYP2B6, CYP2C19, CYP3A5, CYP3A7",HIV protease inhibitor,"0.00, 0.00",3,"0.77, 0.18",13.21,-20.43,-45.79,-23.35,69.79,6.55,23.44,3
BRD-K70577657,CP,H-9,"cAMP dependent protein kinase inhibitor, PKA inhibitor",PRKACA,PKA inhibitor,"1.43, 0.00",4.34,"0.55, 0.11",13.19,-18.85,4.34,-81.36,41.2,63.69,-49.26,53.43
BRD-A35108200,CP,dexamethasone,"glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant","ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2",Glucocorticoid receptor agonist,"4.29, 2.86",0.28,"1.30, 0.85",13.19,8.42,-22.46,-30.1,0.28,1.3,58.14,-2.39
BRD-K68190965,CP,GR-46611,serotonin receptor agonist,HTR1D,,"2.86, 0.00",2.15,"0.63, 0.13",13.17,3.21,11.85,1.44,2.15,-3,4.56,-7.04
BRD-K44442813,CP,pidotimod,"interferon receptor agonist, interleukin receptor agonist, T cell stimulant",,,"0.00, 0.00",-0.56,"1.86, 0.65",13.01,-0.56,14.93,0.85,-9.22,14.12,-0.6,-6.51
BRD-K05350981,CP,oligomycin-c,"ATP synthase inhibitor, regulatory volume decrease inhibitor",ATP5A1,"ATP synthase inhibitor, ATPase inhibitor","1.79, 0.00",0.42,"1.44, 0.43",12.72,48.9,50.29,-20.37,50.73,-70.93,-46.32,0.42
BRD-K87048468,CP,RS-102221,serotonin receptor antagonist,"HTR2C, HTR2A, HTR2B",,"2.86, 1.43",0.81,"1.13, 0.25",12.72,-30.41,17.09,-58.02,0.81,0.53,50.41,32.31
BRD-K52172416,CP,anastrozole,aromatase inhibitor,CYP19A1,,"1.43, 0.00",1.76,"1.05, 0.39",12.61,-2.11,19.46,10.96,1.76,1.8,-20.81,1.55
BRD-K07403598,CP,CAY-10470,NFKB pathway inhibitor,"NFKB1, TNF",,"1.59, 1.59",0,"0.98, 0.16",12.59,54.99,71.36,-38.66,0,-44.6,-30.5,0
BRD-K67783091,CP,haloperidol,dopamine receptor antagonist,"DRD2, DRD1, DRD3, HTR2A, CYP3A7, DRD4, DRD5, GRIN2B, HRH1, HTR1A, HTR1D, HTR2B, HTR7, KCNH1",,"0.00, 0.00",-1.88,"1.23, 0.23",12.57,-1.06,23.48,6.72,-4.13,-1.88,-4.51,-6.05
BRD-A48257147,CP,PHCCC,"glutamate receptor agonist, glutamate receptor modulator","GRM1, GRM4",,"0.00, 0.00",3.89,"1.11, 0.30",12.54,8.02,3.89,-11.07,-6.92,10.9,-2.61,10.33
BRD-K64890080,CP,BI-2536,"PLK inhibitor, apoptosis stimulant, cell cycle inhibitor, protein kinase inhibitor","PLK1, BRD4, PLK2, PLK3",Bromodomain Inhibitor,"5.71, 1.43",3.17,"1.49, 0.56",12.46,75.36,3.17,81.87,93.74,-90.19,-80.97,-70.52
BRD-K14844937,CP,BRD-K14844937,GABA benzodiazepine site receptor inverse agonist,"GABRA1, GABRA2, GABRA3, GABRA5",,"0.00, 0.00",-1.62,"0.85, 0.24",12.46,-8.04,24.77,10.68,-4.16,-1.62,14.03,-23.2
BRD-K31553034,CP,zibotentan,endothelin receptor antagonist,EDNRA,,"0.00, 0.00",5.27,"1.49, 0.32",12.43,-39.62,20.28,14.81,22.16,5.27,-8.85,-1.62
BRD-K18574842,CP,nafcillin,antibiotic,CYP3A4,Bacterial cell wall synthesis inhibitor,"0.00, 0.00",2.5,"0.88, 0.30",12.31,-4.97,7.9,35.05,2.5,5.02,-11.23,-21.96
BRD-K61106942,CP,BRD-K61106942,pyruvate kinase isozyme activator,PKM,,"1.43, 1.43",0,"1.02, 0.26",12.3,32.19,-66.63,-4.83,0,32.24,55.87,-36.54
BRD-K12244279,CP,MEK1-2-inhibitor,MEK inhibitor,"MAP2K1, MAP2K2",MEK inhibitor,"2.86, 2.86",1.97,"1.14, 0.49",12.28,-38.25,29.33,48.43,-11.01,1.97,3.21,-21.4
BRD-A13807286,CP,HA-14-1,BCL inhibitor,BCL2,BCL inhibitor,"0.00, 0.00",-6.94,"1.30, 0.26",12.07,47.55,-23.47,-6.94,-20.85,1.97,28.17,-14.36
BRD-K08924299,CP,palonosetron,serotonin receptor antagonist,HTR3A,,"2.86, 1.43",3.66,"1.28, 0.34",11.96,-29.89,-94.73,48.63,33.45,59.3,3.66,-8.46
BRD-A60070924,CP,alpha-estradiol,estrogen receptor agonist,"ESR1, ESR2, NR1I2, CYP2B6, CYP2C19, CYP2C8, CYP2E1, CYP3A5, CYP3A7, GPER1, KCNMA1",,"1.59, 0.00",-2.6,"0.41, 0.33",11.9,-53.95,17.68,-2.6,-73.67,47.28,87.13,-9.97
BRD-K15834839,CP,lobendazole,anthelmintic agent,,,"1.43, 0.00",3.14,"1.11, 0.27",11.73,0.67,30.74,-30.47,5.84,3.14,6.14,-4.33
BRD-K30296925,CP,flavokavain-b,"carcinoma cell growth inhibitor, hypoxia inducible factor inhibitor",HIF1A,,"1.43, 0.00",-11.89,"1.49, 0.66",11.69,84.24,21.3,5.25,-11.89,-23.32,-46.75,-17.14
BRD-A75769826,CP,SDM25N,opioid receptor antagonist,OPRD1,,"0.00, 0.00",-0.39,"0.41, 0.07",11.68,-2.23,-11.3,-8.52,-0.39,4.7,1.16,28.26
BRD-K60038276,CP,irbesartan,"angiotensin receptor antagonist, liver bile acid transporter inhibitor","AGTR1, JUN, SLC10A1",Angiotensin receptor antagonist,"0.00, 0.00",-0.03,"0.58, 0.17",11.67,43.61,-11.39,-3.98,22,2.92,-41.46,-0.03
BRD-K79124250,CP,ioxaglic-acid,iodine contrast agent,,,"0.00, 0.00",1.09,"1.26, 0.44",11.47,-8.5,22.2,10.82,-18.11,11.68,1.09,-7.71
BRD-K41996876,CP,tyrphostin-1,epidermal growth factor receptor (EGFR) inhibitor,EGFR,,"2.86, 1.43",-0.21,"0.55, 0.13",11.44,-0.21,18.15,-23.21,-0.25,22.35,-18,12.61
BRD-A88774919,CP,doxycycline,"metalloproteinase inhibitor, 30S ribosomal protein inhibitor, matrix metalloprotease inhibitor, protein arginine deiminase inhibitor","MMP8, MMP1",Bacterial 30S ribosomal subunit inhibitor,"1.59, 0.00",0,"0.78, 0.23",11.4,-74.01,-65.85,-26.42,0,40.37,62.72,74.59
BRD-A39268308,CP,epibatidine,acetylcholine receptor agonist,"CHRFAM7A, CHRNA2, CHRNA3, CHRNA4, CHRNA7",,"1.59, 1.59",3.7,"1.85, 0.45",11.35,-3.98,-72.47,12.81,3.7,84.41,22.33,-35.45
BRD-K05528470,CP,L-745870,dopamine receptor antagonist,"DRD4, DRD1, DRD2, DRD3, HTR1A, HTR2A, HTR6, HTR7",,"1.43, 0.00",0,"0.74, 0.18",11.3,9.26,-1.55,17.47,0,50.28,-15.8,-48.36
BRD-K82135108,CP,elesclomol,"apoptosis stimulant, HSP agonist, HSP inducer, oxidative stress inducer, topoisomerase inhibitor",TOP2A,,"1.43, 1.43",-3.52,"1.14, 0.13",11.28,81.67,0.39,2.85,-11.77,-31.81,-3.52,-26.53
BRD-K81783531,CP,VX-222,"HCV inhibitor, RNA-directed RNA polymerase inhibitor",,,"5.71, 4.29",4.89,"0.59, 0.25",11.28,-30.68,-36.48,-95.44,4.89,82.49,52.24,34.26
BRD-K59273480,CP,propentofylline,"acetylcholinesterase inhibitor, adenosine reuptake inhibitor, adenosine uptake inhibitor, phosphodiesterase inhibitor",ACHE,,"0.00, 0.00",0.49,"0.77, 0.18",11.21,14.68,-12.39,13.78,0.49,0.66,0.49,-6.5
BRD-K30480208,CP,torasemide,"cytochrome P450 antagonist, diuretic, electrolyte reabsorption inhibitor, thromboxane receptor antagonist","SLC12A1, CYP2C8, SLC12A2",,"0.00, 0.00",-0.18,"0.84, 0.23",11.2,-1.37,-0.92,13.21,-0.03,-0.92,1.41,-0.18
BRD-K41143549,CP,BRD-K41143549,glutamate receptor antagonist,,,"0.00, 0.00",20.17,"1.34, 0.43",11.17,-81.22,-17.89,23.83,28.94,20.17,60.09,-22.75
BRD-K70281171,CP,U-99194,dopamine receptor antagonist,DRD3,,"0.00, 0.00",1.09,"1.11, 0.27",11.11,16.97,26.44,-33.97,-15.59,0.95,15.22,1.09
BRD-K60219430,CP,serdemetan,"MDM inhibitor, angiogenesis stimulant, apoptosis stimulant, oncogene inhibitor",MDM2,,"0.00, 0.00",10.31,"1.31, 0.38",11.08,10.31,25.99,59.23,-0.67,-52.66,20.3,-51.42
BRD-K14282469,CP,LY-165163,serotonin receptor antagonist,"HTR1A, HTR1D",Serotonin receptor antagonist,"1.43, 1.43",-0.7,"0.91, 0.23",11.07,10.97,48.65,12.56,-0.7,-33.06,-9.55,-17.8
BRD-K79116891,CP,proxymetacaine,"membrane integrity inhibitor, potassium channel antagonist, sodium channel blocker","SCN10A, SCN5A, SCN9A",,"1.43, 1.43",1.52,"0.83, 0.20",11.07,2.57,10.89,22.3,0.99,1.52,-14.13,-13.07
BRD-K42452249,CP,EO-1428,p38 MAPK inhibitor,"MAPK11, MAPK14",,"0.00, 0.00",0.53,"1.26, 0.32",10.89,-19.61,15.32,7.5,-0.56,0.53,7.5,0.21
BRD-K01612348,CP,meropenem,cell wall synthesis inhibitor,,,"0.00, 0.00",2.94,"0.94, 0.31",10.75,-11.01,-23.43,-8.7,10.54,32.84,2.94,7.57
BRD-K08998509,CP,fananserin,"dopamine receptor antagonist, serotonin receptor antagonist","HTR2A, DRD4",,"0.00, 0.00",1.34,"1.20, 0.42",10.66,-38.05,32.96,26.86,4.68,-1.55,1.34,-15.58
BRD-K14204120,CP,ranitidine,histamine receptor antagonist,"HRH2, SLC22A2",,"1.43, 0.00",1.13,"1.24, 0.33",10.54,1.13,-3.24,-22.74,-34.35,21.81,33.86,14.07
BRD-K04218075,CP,clomifene,"estrogen receptor antagonist, estrogen receptor modulator, selective estrogen receptor modulator (SERM), testosterone receptor agonist","ESR1, AR",,"1.43, 0.00",-1.27,"0.50, 0.24",10.38,-5.43,-5.66,-1.27,-0.42,-0.07,49.85,-26.62
BRD-K12867552,CP,THM-I-94,"HDAC inhibitor, apoptosis stimulant, cell cycle inhibitor","HDAC1, HDAC10, HDAC2, HDAC3, HDAC6, HDAC8",HDAC inhibitor,"4.29, 0.00",16.9,"1.81, 0.57",10.37,93.45,16.9,52.46,94.29,-98.66,-54.15,-93.92
BRD-K09631521,CP,thiotepa,cytochrome P450 inhibitor,CYP2B6,,"4.29, 0.00",0.14,"1.48, 0.39",10.33,-39.88,-10.18,24.18,34.11,0.14,12.11,-10.15
BRD-A07614565,CP,BRD-A07614565,botulin neurotoxin inhibitor,,,"0.00, 0.00",0,"1.35, 0.34",10.33,14.03,-13.09,-7.33,0.67,0,16.05,0
BRD-K07762753,CP,aminopurvalanol-a,"CDK inhibitor, tyrosine kinase inhibitor","CDK1, CDK2, CDK5, CDK6",CDK inhibitor,"2.86, 2.86",6.98,"1.91, 0.49",10.32,84.55,6.98,17.83,43.54,-51.23,-88.71,-2.64
BRD-K61401890,CP,deguelin,"NADH-ubiquinone oxidoreductase (Complex I) inhibitor, AKT inhibitor, cyclooxygenase inhibitor, NFkB pathway inhibitor, phorbol ester-induced ornithine decarboxylase (ODC) activity suppressor, PI3K inhibitor","AKT1, PTGS2",,"0.00, 0.00",0.46,"1.01, 0.14",10.24,0.63,42.85,9.52,0.46,-22.71,0,-20.51
BRD-K08703257,CP,3-amino-benzamide,PARP inhibitor,PARP1,,"2.86, 2.86",-20.33,"0.92, 0.16",10.24,-83.44,-31.3,-64.26,-20.33,69.45,90.99,49.13
BRD-K47278471,CP,diphenhydramine,histamine receptor antagonist,HRH1,,"0.00, 0.00",-1.23,"1.67, 0.52",10.12,-21.22,31.85,25.88,-4.42,-1.23,3.95,-24.69
BRD-A55393291,CP,testosterone,"androgen receptor (AR) agonist, androgen receptor agonist, testosterone receptor agonist","AR, CYP19A1, CYP2C19, CYP2C8, CYP3A5",Androgen receptor modulator,"0.00, 0.00",-7.54,"0.84, 0.31",10.11,-42.18,-23.82,7.54,73.85,-18.2,20.46,-7.54
BRD-K72783841,CP,tyrphostin-AG-555,"CDK inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor","CDK2, EGFR",,"0.00, 0.00",0,"1.20, 0.32",10.04,28.25,13.46,-26.95,0,1.23,-4.96,-0.99
BRD-K76587808,CP,fraxetin,anti-oxidative and anti-apoptotic agent,,,"0.00, 0.00",-5.71,"0.65, 0.08",9.9,-14.94,55.36,6.72,-19.92,4.3,-5.71,-15.91
BRD-K39965020,CP,doconexent,"PPAR receptor agonist, unidentified pharmacological activity","FFAR1, PPARA, PTGS1, PTGS2",PPAR receptor agonist,"0.00, 0.00",4.01,"0.77, 0.27",9.75,6.17,-0.6,26.56,4.01,11.53,-29.33,-8.59
BRD-U82589721,CP,HG-5-113-01,protein kinase inhibitor,"ABL1, LTK, STK10",,"1.43, 1.43",3.63,"1.97, 0.53",9.68,34.24,43.51,19.96,-4.12,-2.5,-85.04,3.63
BRD-A50675702,CP,fipronil,"GABA gated chloride channel blocker, glutamate gated chloride channel blocker",,,"0.00, 0.00",0.28,"0.72, 0.19",9.65,43.65,44.08,-22.11,0.28,-51.15,-11.76,6.66
BRD-K07872006,CP,BRD-K07872006,lipoxygenase inhibitor,,,"0.00, 0.00",28.05,"0.84, 0.17",9.28,-76.07,-75.67,-52.08,71.93,57.81,55.31,28.05
BRD-A61470182,CP,n-formylmethionylalanine,macrophage activator,,,"1.59, 0.00",-6.17,"1.38, 0.47",9.28,34.46,84.82,-52.02,-45.46,-6.17,-41.03,34.68
BRD-K04046242,CP,equilin,estrogen receptor agonist,HSD17B1,Estrogen receptor agonist,"0.00, 0.00",3.38,"0.45, 0.36",9.24,-30.32,3.38,2.95,21,34.57,22.62,-44.96
BRD-K17561142,CP,amiodarone,"acetylcholine receptor ligand, adrenergic receptor antagonist, ATP-sensitive potassium channel inhibitor, HCN (hyperpolarization activated cyclic nucleotide gated) channel modulator, polarization inhibitor, potassium channel antagonist, Sodium Channel  Blockers, voltage-gated sodium channel blocker","KCNH2, ADRB1, CACNA1H, CACNA2D2, CHRM3, CYP2C8, KCNA7, SCN5A",,"0.00, 0.00",6.89,"1.55, 0.49",9.22,15.54,6.89,10.84,-0.25,-0.6,25.66,-48.86
BRD-A85280935,CP,quinpirole,dopamine receptor agonist,"DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C",,"0.00, 0.00",1.8,"1.22, 0.32",9.21,1.27,-21.08,-6.33,6.41,16.73,1.8,10.41
BRD-A90515964,CP,guaifenesin,expectorant,,,"0.00, 0.00",-7.28,"1.19, 0.38",9.07,-36.99,-59.49,-78.92,40.58,-7.28,67.53,83.64
BRD-K83289131,CP,CAY-10618,"NAMPT inhibitor, niacinamide phosphoribosyltransferase inhibitor",NAMPT,,"2.86, 2.86",-11.09,"1.57, 0.45",8.99,75.52,-37.1,-11.09,71.56,-42.24,-59.55,11.89
BRD-K32536677,CP,AGK-2,"SIRT inhibitor, SIRT pathway",SIRT2,,"1.43, 0.00",-8.51,"0.83, 0.23",8.96,-17.55,-8.51,-57.1,-16.15,7.89,22.31,78.07
BRD-K97799481,CP,theophylline,"adenosine receptor antagonist, chitinase inhibitor, GABA receptor antagonist, phosphodiesterase inhibitor","ADORA1, ADORA2A, ADORA2B, ADORA3, CHIA, CYP2E1, CYP3A4, HDAC2, PDE3A, PDE4A, PDE4B, PDE5A",,"0.00, 0.00",-5.43,"1.84, 0.49",8.93,-1.55,54.46,-5.43,-8.12,9.4,-17.29,-22.54
BRD-A37347161,CP,BRL-52537,opioid receptor agonist,OPRK1,,"0.00, 0.00",0,"1.23, 0.41",8.83,12.55,-30.51,4.02,0,28.72,-4.79,-1.16
BRD-A08003242,CP,rhodomyrtoxin-b,"cytotoxic, DNA intercalator",,,"0.00, 0.00",0,"1.80, 0.58",8.67,71.37,31.7,-54.98,64.91,-36.87,-67.46,0
BRD-K10705233,CP,GW-405833,cannabinoid receptor agonist,CNR2,Cannabinoid receptor agonist,"0.00, 0.00",3.24,"0.10, 0.01",8.6,39.16,3.24,12.62,33.73,-0.6,-3.14,-76.41
BRD-K84175871,CP,pseudoephedrine,"histamine receptor antagonist, interleukin expression inhibitor, tumor necrosis factor expression inhibitor","ADRA1A, ADRA2A, ADRB1, ADRB2, ATF1, ATF2, ATF3, ATF4, ATF5, ATF6, ATF7, CXCL8, FOS, HRH1, IL2, JDP2, JUN, NFATC1, SLC6A2, SLC6A3, SLC6A4, TNF",,"0.00, 0.00",-15.12,"1.17, 0.32",8.56,-44.32,-15.12,-32.39,-22.13,23.73,86.92,11.87
BRD-A96456596,CP,FPL-55712,"leukotriene receptor antagonist, leukotriene synthesis inhibitor",,,"0.00, 0.00",1.3,"1.09, 0.26",7.86,-10.9,7.73,1.3,-1.37,1.3,20.76,-10.96
BRD-K51662849,CP,ilomastat,matrix metalloprotease inhibitor,"ACAN, ADAM28, MMP1, MMP12, MMP13, MMP14, MMP2, MMP3, MMP8, MMP9",,"0.00, 0.00",-2.99,"0.91, 0.33",7.78,10.13,17.75,-3.03,-0.11,-2.99,-4.93,-9.04
BRD-A54880345,CP,etomidate,"membrane integrity inhibitor, membrane permeability inhibitor","GABRA1, ADRA2B, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ",,"0.00, 0.00",-1.59,"0.56, 0.16",7.29,-1.59,-6.72,17.65,-1.66,0.46,3.13,-3.98
BRD-K56745457,CP,azauridine,"antiviral agent, blocks the conversion of orotic acid into UMP",,,"1.43, 1.43",0.81,"1.30, 0.32",7.24,10.3,21.08,65.21,0.7,-40.16,0.81,-50.7
